DK_isbn,DK_date,DK_titul,DK_tags,DK_Chci_si_koupit,DK_rating,DK_ratings_count,DK_Přečtených,DK_Chystám_se_číst,DK_Právě_čtených,DK_Čtenářské_výzvě,DK_Knihotéce,DK_Doporučených,DK_dalších_seznamech
9788074974816,2024-04-29 03:16:49,Napoleon Bonaparte,"['Literatura naučná', 'Historie', 'Vojenství', 'Napoleon Bonaparte, císař, 1769–1821', 'vojevůdci']",,40.0,6.0,6.0,2.0,,,1.0,,
9788088445210,2024-04-29 03:16:49,10 000 kroků,"['Osobní rozvoj a styl', 'Sport', 'Zdraví']",,50.0,6.0,6.0,3.0,,1.0,,,
9788088495116,2024-04-29 03:16:49,Jihlava včera a dnes III,"['Cestopisy a místopisy', 'Obrazové publikace', 'Historie', 'Jihlava']",,100.0,4.0,4.0,,,2.0,3.0,,
9788088395232,2024-04-29 03:16:50,Praktikum: Jóga a jógová terapie,"['Literatura česká', 'Sport', 'Zdraví']",,60.0,1.0,1.0,,,,1.0,,
9788075538857,2024-04-29 03:16:52,Žižkov,"['Architektura', 'Mapy a atlasy', 'Pragensia', 'Žižkov']",1.0,60.0,2.0,,,,,,,
9788020462763,2024-04-29 03:17:54,Noci a dny na Karlštejně,"['Literatura česká', 'Architektura', 'Cestopisy a místopisy', 'Karlštejn', 'kasteláni']",,93.0,3.0,3.0,3.0,,1.0,1.0,,
9788027152636,2024-04-29 03:17:56,"Za kamna vlezem ... aneb Hrst pranostik, povídání o tradicích a osvědčené babiččiny recepty","['Literatura česká', 'Citáty a přísloví', 'Kuchařky']",4.0,73.0,3.0,4.0,1.0,,1.0,3.0,,
9788074974731,2024-04-29 03:17:57,"Do zbraně, občané!: Francouzská revoluce 1 (1789–1794)","['Literatura naučná', 'Historie', 'Velká francouzská revoluce (1789-1799)', 'bitvy']",7.0,93.0,3.0,3.0,3.0,1.0,,10.0,,
9788076560673,2024-04-29 03:11:09,Šíp s modrým peřím,"['Literatura česká', 'Pro děti a mládež', 'Příběhy']",,100.0,1.0,1.0,,,,,,
9788074435003,2024-04-29 03:11:09,Dům U Orobinců,"['Literatura česká', 'Poezie']",1.0,84.0,10.0,8.0,3.0,1.0,,3.0,,
9788074434990,2024-04-29 03:11:09,London Calling,"['Literatura česká', 'Poezie']",,78.0,8.0,7.0,,1.0,,4.0,,
9788088218128,2024-04-29 03:11:09,Muriel vrtá mrtvou hlavu,['Poezie'],,80.0,1.0,1.0,,,,2.0,,
9788020619914,2024-04-29 03:11:10,Dárek,"['Romány', 'Pro ženy', 'Literatura slovenská']",12.0,81.0,26.0,26.0,36.0,,,52.0,1.0,
9788011038182,2024-04-29 03:11:10,20 let slam poetry: Nejlepší česká slam poetry 2003,"['Literatura česká', 'Poezie', 'sborníky', 'česká poezie']",,100.0,2.0,2.0,,,,,,
9788088488699,2024-04-29 03:11:10,Hellbound,"['Pro ženy', 'Thrillery', 'Literatura česká']",5.0,81.0,16.0,18.0,26.0,1.0,,43.0,2.0,
9788090810334,2024-04-29 03:11:11,Vědma z Dálie,['Duchovní literatura'],4.0,80.0,9.0,9.0,4.0,1.0,5.0,3.0,,
9788076912205,2024-04-29 03:11:12,Předpeklí snu,"['Novely', 'Literatura česká']",1.0,60.0,1.0,1.0,9.0,,1.0,,,
9788076911826,2024-04-29 03:11:13,Nezastavuj,"['Romány', 'Literatura česká']",4.0,88.0,10.0,14.0,7.0,,2.0,2.0,2.0,
9788076912403,2024-04-29 03:11:13,Továrna na skořápky,"['Novely', 'Literatura česká', 'Sci-fi']",5.0,67.0,11.0,13.0,23.0,1.0,,31.0,,
9788076661141,2024-04-29 03:11:13,Měkká půda,"['Detektivky, krimi', 'Thrillery', 'Literatura česká']",,80.0,2.0,3.0,1.0,,,2.0,1.0,
9788076911642,2024-04-29 03:11:14,Hořkne políbení: Sbírka povídek o hořkosladkých chutích lásky,"['Povídky', 'Literatura česká', 'prvotina', 'povídky', 'láska', 'česká literatura', 'milostné povídky']",2.0,90.0,2.0,4.0,10.0,,,33.0,,3.0
9788026618591,2024-04-29 03:18:33,Zpěvník pro mírně pokročilé: Barevné klávesy,"['Učebnice a slovníky', 'Pro děti a mládež', 'Hudba a zpěv', 'zpěvníky', 'klavír, piano', 'hudební nauka']",1.0,100.0,1.0,1.0,,,,,,
9788028002602,2024-04-29 03:18:34,Cesta z Ruska: Ruská agrese proti Ukrajině a její důsledky,"['Literatura naučná', 'Historie', 'Politologie, mezinárodní vztahy', 'Rusko', 'Ukrajina', 'válka na východní Ukrajině (2014-2019)', 'válka na Ukrajině (2022 - )']",1.0,100.0,4.0,4.0,3.0,,,,,
9788027130474,2024-04-29 03:18:35,Pozorně poslouchej a hraj si,"['Literatura naučná', 'Pro děti a mládež', 'Šikovné děti - tvoření, hry, styl']",,100.0,2.0,1.0,,,,1.0,,
9788026445807,2024-04-29 03:18:35,Skutečné zločiny na Ostravsku,"['Detektivky, krimi', 'Literatura faktu', 'Historie', 'skutečné kriminální případy', 'Ostravsko']",28.0,88.0,83.0,102.0,63.0,3.0,14.0,96.0,1.0,1.0
9788026445814,2024-04-29 03:18:36,Skutečné zločiny po Česku,"['Detektivky, krimi', 'Literatura faktu', 'Historie', 'skutečné kriminální případy']",38.0,73.0,57.0,61.0,68.0,3.0,10.0,70.0,2.0,2.0
9788020460424,2024-04-29 03:18:36,Očkování v otázkách a odpovědích,"['Literatura česká', 'Literatura naučná', 'Zdravotnictví', 'očkování', 'koronavirus, covid-19', 'očkování dětí']",,93.0,3.0,2.0,2.0,,,,,
9788027139712,2024-04-29 03:16:31,Po kom to slovo je aneb eponyma v medicíně,"['Literatura naučná', 'Historie', 'Zdravotnictví', 'nemoci', 'dějiny lékařství']",1.0,80.0,1.0,1.0,3.0,,,,,
9788088030805,2024-04-29 03:16:32,Důvěrná zpráva o Janu Žižkovi z Trocnova,"['Literatura naučná', 'Historie', 'husité', 'Jan Žižka', 'fakta a mýty']",4.0,68.0,5.0,5.0,6.0,,1.0,1.0,1.0,
9788074763168,2024-04-29 03:16:33,K čemu básníci?,"['Filozofie', 'O literatuře', 'filozofie', 'poezie', 'česká poezie', 'Jan Zahradníček, 1905-1960', 'Bohuslav Reynek, 1892-1971']",,100.0,1.0,1.0,2.0,,,,,
9788074852800,2024-04-29 03:16:33,Politika pro každého,"['Literatura česká', 'Politologie, mezinárodní vztahy']",1.0,80.0,2.0,2.0,7.0,,1.0,1.0,,
9788020033994,2024-04-29 03:16:34,"Fenomén Velká kotlina 2: Geodiverzita, biodiverzita, ochrana přírody","['Literatura naučná', 'Ekologie, živ. prostředí', 'Přírodní vědy']",3.0,100.0,1.0,1.0,4.0,,,,,
9788088506133,2024-04-29 03:16:34,Hematologie v kostce,"['Literatura naučná', 'Zdravotnictví', 'hematologie']",,100.0,4.0,4.0,1.0,,,,1.0,
9788076616769,2024-04-29 03:12:21,Zvonkohra,"['Literatura česká', 'Pro děti a mládež', 'Dívčí romány', 'romantika', 'dívčí romány', 'české romány']",58.0,83.0,181.0,222.0,212.0,1.0,64.0,85.0,20.0,9.0
9788026724278,2024-04-29 03:12:22,Příběh akvamarínu,"['Romány', 'Pro ženy', 'Literatura česká', 'láska', 'tajemství', 'romantika', 'české romány', 'romány pro ženy']",28.0,87.0,186.0,189.0,123.0,6.0,22.0,126.0,11.0,4.0
9788026446101,2024-04-29 03:12:22,Past na sňatkového podvodníka,"['Romány', 'Pro ženy', 'Literatura česká', 'pro ženy', 'partnerské vztahy', 'podvodníci', 'humoristické romány', 'české romány']",10.0,83.0,58.0,67.0,34.0,,11.0,45.0,,
9788075884251,2024-04-29 03:12:22,V mrtvé zóně,"['Válečné', 'Literatura česká', 'Sci-fi', 'vesmír', 'mimozemšťané', 'kosmické lodě', 'válečné sci-fi', 'české sci-fi', 'sci-fi', 'mimozemská invaze', 'vrakoviště']",24.0,87.0,129.0,166.0,22.0,2.0,26.0,91.0,5.0,2.0
9788075884213,2024-04-29 03:12:23,Železné srdce,"['Dobrodružné', 'Literatura česká', 'Fantasy', 'Vikingové', 'Paříž', 'Norové', 'Maurové', 'hrdinská fantasy']",9.0,85.0,26.0,32.0,16.0,,2.0,44.0,4.0,
9788026724230,2024-04-29 03:12:23,Vodník,"['Detektivky, krimi', 'Thrillery', 'Literatura česká', 'Příbramsko', 'české detektivky']",87.0,82.0,490.0,603.0,401.0,15.0,129.0,177.0,29.0,6.0
9788027515400,2024-04-29 03:12:24,U severní zdi,"['Detektivky, krimi', 'Romány', 'Literatura česká', 'vězení, věznice', '50. léta 20. století', 'tajemství', 'pomsta', 'hřbitovy', 'političtí vězni', 'oběti komunismu', 'historické romány', 'české romány']",267.0,95.0,963.0,1198.0,883.0,31.0,254.0,235.0,122.0,22.0
9788027138883,2024-04-29 03:12:24,Kluk v kopačkách,"['Romány', 'Literatura česká', 'Pro děti a mládež', 'pro děti', 'ochrana zvířat', 'kluci', 'kamarádi', 'školáci', 'pro děti od 9 let', 'parta dětí', 'fotbal, kopaná', 'autorské ilustrace']",4.0,96.0,18.0,19.0,4.0,1.0,2.0,4.0,2.0,1.0
9788027137855,2024-04-29 03:12:25,Konzultant,"['Thrillery', 'Literatura česká']",13.0,82.0,66.0,70.0,57.0,2.0,4.0,71.0,5.0,2.0
9788076832947,2024-04-29 03:12:25,Jiné místo,"['Detektivky, krimi', 'Thrillery', 'Literatura česká', 'české detektivky', 'Luhačovice']",61.0,71.0,492.0,563.0,271.0,5.0,112.0,147.0,14.0,5.0
9788026446118,2024-04-29 03:12:25,Deníček Camille G: Spešl,"['Humor', 'Literatura česká', 'Příběhy']",,78.0,33.0,29.0,12.0,2.0,3.0,45.0,1.0,
9788027714452,2024-04-29 03:12:26,Buď hodná,"['Romány', 'Literatura česká', 'Československo', 'rodinné vztahy', 'psychologické romány', 'socialismus', 'české romány']",17.0,81.0,64.0,78.0,99.0,3.0,7.0,68.0,4.0,3.0
9788076338630,2024-04-29 03:12:26,Ohnivá stopa,"['Detektivky, krimi', 'Romány', 'Literatura česká', 'Francie', 'žhářství', 'první republika, 1918-1938', 'české detektivky']",1.0,73.0,11.0,15.0,12.0,,2.0,43.0,,1.0
9788026724285,2024-04-29 03:12:26,Deník Věrky Kohnové: Jak ráda bych tak zůstala,"['Literatura faktu', 'Válečné', 'Biografie a memoáry']",53.0,92.0,195.0,264.0,214.0,2.0,96.0,101.0,23.0,2.0
9788026445456,2024-04-29 03:12:27,Polistopad,"['Romány', 'Literatura česká']",9.0,38.0,20.0,27.0,19.0,2.0,9.0,39.0,,1.0
9788027907779,2024-04-29 03:12:27,"Dvakrát měř, pak manžela řež","['Romány', 'Pro ženy', 'Literatura česká', 'pro ženy', 'milostné romány', 'manželství', 'manželská krize']",2.0,72.0,37.0,53.0,19.0,1.0,5.0,73.0,2.0,
9788027907809,2024-04-29 03:12:28,"Poklona, páni četníci!","['Detektivky, krimi', 'Povídky', 'Literatura česká', '30. léta 20. století', 'detektivní a krimi povídky', 'první republika, 1918-1938', 'jižní Čechy', 'Písek', 'Písecko', 'české detektivky']",,90.0,4.0,5.0,4.0,,1.0,36.0,,1.0
9788027907823,2024-04-29 03:12:28,Rozbité světy,"['Romány', 'Válečné', 'Literatura česká', 'boj o přežití', 'okupace Československa', 'holokaust, holocaust', 'bombardování Prahy 1945']",33.0,90.0,128.0,161.0,141.0,4.0,31.0,90.0,8.0,2.0
9788027907830,2024-04-29 03:12:28,Se džbánem pro vodu,"['Detektivky, krimi', 'Romány', 'Literatura česká']",8.0,87.0,60.0,72.0,39.0,3.0,5.0,45.0,5.0,
9788027907847,2024-04-29 03:12:29,Vyplavená smrt,"['Detektivky, krimi', 'Literatura česká', 'Historické romány']",1.0,53.0,17.0,20.0,11.0,,,43.0,,1.0
9788073294847,2024-04-29 03:08:56,Trnková zima,"['Romány', 'Literatura česká']",3.0,85.0,11.0,14.0,5.0,,1.0,,,
9788076339538,2024-04-29 03:08:56,Písnička pro Klaudii,"['Romány', 'Literatura česká', 'Dívčí romány', 'koně', 'láska', 'hudba', 'rodinné vztahy', 'romantika', 'prázdniny', 'pro dospívající mládež (young adult)']",10.0,90.0,68.0,61.0,29.0,,,56.0,5.0,
9788026724964,2024-04-29 03:08:56,Mezi nimi,"['Romány', 'Pro ženy', 'Literatura česká', 'tajemství', 'rodinné vztahy', 'romantika', 'matky a dcery']",55.0,89.0,148.0,178.0,184.0,5.0,36.0,90.0,14.0,5.0
9788011031282,2024-04-29 03:08:57,Poslední heterosexuální komedie,"['Humor', 'Literatura česká']",2.0,60.0,1.0,2.0,,,,,,
9788027909988,2024-04-29 03:08:58,Vražedná krása,"['Detektivky, krimi', 'Literatura česká', 'Historické romány']",1.0,83.0,18.0,18.0,14.0,1.0,1.0,37.0,2.0,1.0
9788027909872,2024-04-29 03:08:58,Katův odkaz,"['Detektivky, krimi', 'Literatura česká', 'Historické romány', 'vraždy', 'středověk', 'vyšetřování']",15.0,85.0,112.0,158.0,33.0,1.0,19.0,83.0,1.0,1.0
9788027515745,2024-04-29 03:08:59,Uhrwerk,"['Literatura česká', 'Poezie']",2.0,78.0,11.0,12.0,6.0,,1.0,5.0,,
9788024950815,2024-04-29 03:09:00,Povídky o lásce,"['Povídky', 'Literatura česká']",6.0,67.0,263.0,566.0,27.0,2.0,49.0,135.0,5.0,
9788027722891,2024-04-29 03:09:00,Druhé písně Závišovy,"['Literatura naučná', 'Hudba a zpěv']",,100.0,3.0,2.0,1.0,,,3.0,,
9788027722372,2024-04-29 03:09:00,Teorie býka,"['Humor', 'Pro ženy', 'Literatura česká']",19.0,70.0,54.0,67.0,54.0,1.0,7.0,65.0,1.0,2.0
9788075304278,2024-04-29 03:09:01,Poslední divoké objetí,"['Literatura česká', 'Poezie']",,80.0,3.0,3.0,2.0,,,2.0,1.0,
9788074754470,2024-04-29 03:09:01,Past na ženicha,"['Pro ženy', 'Literatura česká', 'Historické romány']",14.0,79.0,27.0,40.0,36.0,1.0,4.0,84.0,1.0,3.0
9788088322429,2024-04-29 03:09:01,"Sex, chlast a bláznivá láska na Pobřeží hříchu","['Humor', 'Povídky', 'Biografie a memoáry', 'cestopisné příběhy', 'Thajsko', 'Laos', 'Kambodža', 'erotické povídky']",1.0,90.0,2.0,3.0,1.0,,,,,
9788075026675,2024-04-29 03:14:09,Základy závazkového práva. 2. díl,"['Literatura naučná', 'Právo', 'Učebnice a slovníky']",,80.0,1.0,1.0,,1.0,,1.0,,
9788074284458,2024-04-29 03:14:10,Finanční zralost v praxi I.,"['Literatura česká', 'Literatura naučná', 'Ekonomie a obchod']",2.0,90.0,2.0,2.0,1.0,,,,,
9788074284489,2024-04-29 03:14:10,Finanční zralost v praxi II.,"['Literatura česká', 'Literatura naučná', 'Ekonomie a obchod']",1.0,100.0,2.0,2.0,,,,,,
9788024650395,2024-04-29 03:14:11,Amicitiae vinculum potens et praevalidum,"['Literatura naučná', 'Historie', 'baroko', '17.-18.století', 'raný novověk', 'kulturní dějiny']",,100.0,1.0,1.0,1.0,,,,,
9788028002992,2024-04-29 03:14:11,Mé celoživotní janáčkování,"['Literatura naučná', 'Umění', 'Hudba a zpěv']",,95.0,4.0,3.0,1.0,,,2.0,1.0,
9788027138975,2024-04-29 03:14:12,Pražský (k)rok,"['Cestopisy a místopisy', 'Pragensia']",7.0,84.0,10.0,14.0,7.0,1.0,2.0,1.0,1.0,1.0
9788090867406,2024-04-29 03:14:12,Kniha Mehrin,"['Architektura', 'Historie', 'Žurnalistika, publicistika']",,100.0,1.0,1.0,,,1.0,1.0,,
9788026219989,2024-04-29 03:14:13,Obrázkové logočtení,"['Literatura česká', 'Pro děti a mládež', 'předškolní výchova', 'logopedie', 'výslovnost']",,93.0,3.0,4.0,1.0,,,,,
9788020618481,2024-04-29 03:09:46,Hřích minulosti,"['Detektivky, krimi', 'Literatura slovenská', 'nevěra', 'thrillery', 'tajemství', 'thrillery pro ženy']",8.0,30.0,2.0,5.0,7.0,,,26.0,,1.0
9788090829978,2024-04-29 03:09:46,Padlý anděl,"['Romány', 'Literatura česká', 'USA (Spojené státy americké)', 'tajemství', 'paranormální jevy', 'duchové a přízraky', 'psychotronika, parapsychologie', 'romantika', 'paranormální schopnosti', 'thrillery pro ženy', 'zakázaná láska']",1.0,97.0,7.0,7.0,19.0,,1.0,47.0,,1.0
9788076372955,2024-04-29 03:09:47,Bažina v obýváku a jiná dobrodružství,"['Komiksy', 'Literatura česká', 'Pro děti a mládež']",,95.0,4.0,6.0,11.0,,1.0,,,2.0
9788027518142,2024-04-29 03:09:47,Vážný román,"['Literatura česká', 'Poezie']",3.0,66.0,7.0,7.0,2.0,,,2.0,,
9788076374041,2024-04-29 03:09:47,Láska je kurva a jiné povídky,"['Povídky', 'Literatura česká']",5.0,67.0,9.0,17.0,12.0,1.0,5.0,4.0,,
9788088641018,2024-04-29 03:09:48,"Rád čichám ke zvířatům, která jsi vycpala ty","['Literatura česká', 'Poezie', 'česká poezie']",,83.0,6.0,7.0,6.0,,,3.0,,
9788027517459,2024-04-29 03:09:48,Nekonečný krok,"['Literatura česká', 'Fantasy']",9.0,89.0,7.0,9.0,25.0,5.0,,43.0,,2.0
9788076960008,2024-04-29 03:09:48,Jen jednou za věčnost,"['Literatura česká', 'Poezie']",,60.0,1.0,3.0,,1.0,,3.0,,
9788090818538,2024-04-29 03:09:49,Mezitah: Chyba lávky,"['Komiksy', 'Literatura česká', 'Pro děti a mládež', 'komiksy']",1.0,20.0,1.0,1.0,,,1.0,2.0,,
9788075885029,2024-04-29 03:09:49,Velice dlouhé schody,"['Detektivky, krimi', 'Romány', 'Literatura česká', 'Praha', 'detektivní a krimi romány', 'sérioví vrazi', 'české detektivky', 'zmizení lidí', 'nevyřešené případy', 'soukromý detektiv', 'Kapitán Kid']",7.0,92.0,67.0,85.0,32.0,1.0,4.0,53.0,4.0,
9788026511854,2024-04-29 03:09:50,Náměsíční vrazi,"['Detektivky, krimi', 'Literatura faktu', 'Literatura česká', 'náměsíčnost']",22.0,81.0,69.0,80.0,48.0,13.0,11.0,71.0,6.0,2.0
9788026725114,2024-04-29 03:09:50,Kafe a chlup,"['Literatura česká', 'Příroda, zvířata', 'Příběhy', 'kočky', 'kavárny']",9.0,86.0,35.0,43.0,35.0,3.0,28.0,38.0,1.0,
9788026449119,2024-04-29 03:09:51,Skutečné zločiny na Plzeňsku,"['Detektivky, krimi', 'Literatura faktu', 'Plzeň', 'Plzeňsko', 'skutečné kriminální případy']",17.0,97.0,63.0,79.0,50.0,2.0,17.0,76.0,5.0,2.0
9788026725350,2024-04-29 03:09:51,Devátý neznámý,"['Detektivky, krimi', 'Literatura česká', 'první republika, 1918-1938', 'historické detektivky', 'české detektivky']",17.0,77.0,47.0,58.0,47.0,1.0,6.0,52.0,5.0,2.0
9788026725220,2024-04-29 03:09:51,Hotel Atlantic,"['Dobrodružné', 'Literatura česká', 'Historické romány', 'Židé', 'druhá světová válka (1939–1945)', 'útěk', 'Palestina', 'kamarádky', 'holokaust, holocaust', 'přeživší holokaustu', 'české romány']",38.0,86.0,135.0,172.0,207.0,7.0,44.0,95.0,4.0,2.0
9788026725343,2024-04-29 03:09:52,Moderní kurandera II: Nemožné lásky,"['Romány', 'Pro ženy', 'Literatura česká']",2.0,80.0,6.0,7.0,4.0,1.0,,,,
9788076950603,2024-04-29 03:16:16,Tajemství českých a moravských Keltů,"['Literatura česká', 'Historie', 'Záhady']",1.0,100.0,3.0,2.0,6.0,,,30.0,,
9788072852826,2024-04-29 03:16:16,Vzpomínky hlavního architekta Prahy,"['Literatura česká', 'Architektura', 'Biografie a memoáry', 'urbanismus, urbanizace']",1.0,80.0,2.0,2.0,5.0,1.0,,2.0,,
9788074763137,2024-04-29 03:16:17,O bolesti: Ernst Jünger – Martin Heidegger – F. J. J. Buytendijk,"['Filozofie', 'filozofie', 'filozofická antropologie', 'Martin Heidegger, 1889-1976']",,100.0,2.0,2.0,1.0,,,,,
9788090663886,2024-04-29 03:16:18,Nejžhavější sen pod Sluncem,"['Literatura naučná', 'Věda', 'Ekologie, živ. prostředí', 'fyzika', 'zdroje energie']",1.0,100.0,1.0,1.0,2.0,,,2.0,,
9788072605804,2024-04-29 03:16:18,Bican proti Čepičkovi,"['Literatura česká', 'Historie', 'Sport', 'fotbal, kopaná']",2.0,50.0,2.0,2.0,3.0,,,14.0,,1.0
9788090873513,2024-04-29 03:16:19,Pražské příběhy 4,"['Literatura faktu', 'Historie']",8.0,93.0,11.0,14.0,8.0,2.0,5.0,22.0,1.0,1.0
9788075089311,2024-04-29 03:16:20,Jazyky domorodé Ameriky: Historie a současnost,"['Literatura naučná', 'Historie', 'Jazyky, lingvistika', 'domorodé kmeny']",3.0,100.0,2.0,2.0,2.0,,,,1.0,
9788076480872,2024-04-29 03:17:08,Modernizace výzbroje československé branné moci ve 30. letech ve fotografii,"['Literatura naučná', 'Historie', 'Vojenství', '30. léta 20. století', 'modernizace', 'Československá armáda']",,70.0,2.0,1.0,,,,2.0,,
9788027136193,2024-04-29 03:17:08,Projektový management,"['Literatura naučná', 'Ekonomie a obchod', 'management']",3.0,73.0,3.0,4.0,3.0,,2.0,8.0,,
9788088445234,2024-04-29 03:17:10,Země: Opožděný deník z Afghánistánu,"['Literatura faktu', 'Biografie a memoáry', 'Cestopisy a místopisy', 'Afghánistán', 'deníky', 'cestopisy', 'humanitární pomoc', 'války v Afghánistánu', 'každodenní život', 'Člověk v tísni', 'reálie', 'humanitární pracovníci', 'humanitární organizace']",,100.0,2.0,3.0,1.0,,,,,
9788028110390,2024-04-29 03:17:11,Žij svůj sen,"['Literatura naučná', 'Biografie a memoáry', 'Osobní rozvoj a styl']",,55.0,4.0,5.0,,,,,,
9788076455023,2024-04-29 03:17:11,Jazyk a ticho,"['Fejetony, eseje', 'Filozofie', 'Jazyky, lingvistika', 'jazykověda, lingvistika', 'mluvený projev, řeč', 'filozofie jazyka', 'jazyk a kultura']",4.0,100.0,3.0,3.0,5.0,,,6.0,1.0,
9788024284439,2024-04-29 03:12:15,Vodní hrob,"['Detektivky, krimi', 'Literatura česká']",29.0,77.0,134.0,149.0,74.0,,31.0,98.0,2.0,2.0
9788027801497,2024-04-29 03:12:15,Město v oblacích,"['Literatura česká', 'Sci-fi', 'mimozemšťané', 'české sci-fi', 'zmizení lidí', 'postapokalyptické romány']",66.0,83.0,355.0,445.0,270.0,7.0,45.0,203.0,22.0,8.0
9788027913039,2024-04-29 03:12:16,Brněnské Židovky,"['Romány', 'Literatura česká', 'Historické romány', 'Židé', 'Brno', '14. století', 'Brněnsko']",13.0,85.0,204.0,282.0,78.0,2.0,45.0,104.0,14.0,4.0
9788024289021,2024-04-29 03:12:17,Mezi dvěma ohni,"['Detektivky, krimi', 'Literatura česká']",15.0,85.0,366.0,463.0,75.0,5.0,22.0,190.0,19.0,2.0
9788027801459,2024-04-29 03:12:17,Válkotvůrci,"['Povídky', 'Literatura česká', 'Sci-fi']",34.0,80.0,295.0,389.0,81.0,8.0,33.0,239.0,7.0,3.0
9788076616721,2024-04-29 03:12:18,Převzetí,"['Thrillery', 'Literatura česká', 'Fantasy', 'mafie', 'česká fantasy', 'městská (urban) fantasy', 'gangsteři', 'fantasy', 'kriminální thrillery']",20.0,74.0,54.0,46.0,52.0,4.0,8.0,43.0,4.0,2.0
9788027515264,2024-04-29 03:12:18,Násilí,"['Literatura česká', 'Historické romány', 'druhá světová válka (1939–1945)', 'násilí', 'holokaust, holocaust', 'válečné romány', 'historické romány', 'zakázaná láska', 'české romány']",16.0,42.0,10.0,12.0,67.0,1.0,,36.0,,
9788027138166,2024-04-29 03:12:19,Zbabělci a vrazi,"['Detektivky, krimi', 'Thrillery', 'Literatura česká', 'historické detektivky', 'české detektivky']",10.0,85.0,22.0,26.0,31.0,2.0,7.0,54.0,,
9788027907922,2024-04-29 03:12:19,Zásnubní prsten,"['Detektivky, krimi', 'Literatura česká', 'Historické romány', 'vraždy', 'stará Praha', 'Jiří Adam z Dobronína, písař', 'Staré Město (Praha)']",18.0,83.0,167.0,240.0,34.0,3.0,66.0,95.0,4.0,1.0
9788027907915,2024-04-29 03:12:19,Z kamene a z vápna,"['Literatura česká', 'Historické romány', 'středověk', 'historické detektivky', 'české dějiny', 'české hrady a zámky', 'hrady a zámky']",4.0,69.0,30.0,34.0,17.0,1.0,6.0,50.0,1.0,
9788027907885,2024-04-29 03:12:20,Smrtící obhajoba,"['Detektivky, krimi', 'Romány', 'Literatura česká', 'detektivní a krimi romány', 'české krimi', 'české detektivky']",1.0,88.0,10.0,13.0,4.0,,,35.0,1.0,
9788027800537,2024-04-29 03:12:20,Azhareida,"['Literatura česká', 'Sci-fi']",34.0,88.0,34.0,36.0,38.0,1.0,,54.0,3.0,2.0
9788024287478,2024-04-29 03:12:20,Zlé časy,"['Literatura česká', 'Sci-fi', 'alternativní historie', 'cestování časem', 'utopie']",21.0,80.0,36.0,40.0,30.0,1.0,2.0,49.0,4.0,3.0
9788027139927,2024-04-29 03:12:21,Tanec za odpuštění,"['Romány', 'Pro ženy', 'Literatura česká', 'romantika', 'ragby']",26.0,83.0,324.0,395.0,106.0,7.0,19.0,215.0,10.0,9.0
9788024656144,2024-04-29 03:15:49,Temná tvář české literatury: Kolotoč moderny,"['Literatura naučná', 'O literatuře', 'česká literatura', 'moderna', 'o české literatuře']",2.0,80.0,1.0,1.0,6.0,,,,,1.0
9788020034663,2024-04-29 03:15:50,Richard Wagner a jeho Židovství v hudbě,"['Literatura naučná', 'Filozofie', 'Historie', 'Židé', 'antisemitismus', 'opery a operety', 'názory a postoje', 'Richard Wagner, 1813-1883', 'židovství', 'hudební skladatelé']",2.0,80.0,2.0,1.0,1.0,,,,,
9788027608263,2024-04-29 03:15:51,Šaman ze země mamutů,"['Dobrodružné', 'Literatura česká', 'Pro děti a mládež']",7.0,93.0,6.0,5.0,8.0,,,27.0,,
9788076950511,2024-04-29 03:15:51,Nevyřešené záhady Egypta,"['Literatura česká', 'Literatura naučná', 'Záhady', 'Egypt', 'mytologie', 'záhady', 'starověký Egypt']",2.0,100.0,1.0,1.0,6.0,,,27.0,,
9788024294520,2024-04-29 03:15:51,Fotbalová škvára,"['Literatura česká', 'Hobby', 'Sport']",1.0,100.0,1.0,3.0,6.0,1.0,,,,
9788024294872,2024-04-29 03:15:52,Liechtensteinové: Pevně a stále,"['Literatura faktu', 'Literatura naučná', 'Historie', 'Morava', 'šlechtické rody', 'Lichtenštejnové (šlechta)', 'Lednicko-valtický areál']",1.0,80.0,6.0,4.0,3.0,,,5.0,1.0,
9788072278992,2024-04-29 03:12:04,Když zhasne obloha,"['Literatura česká', 'Poezie']",,90.0,2.0,4.0,,,,,,
9788074504389,2024-04-29 03:12:05,Kříž z kamene,"['Dobrodružné', 'Pro děti a mládež', 'Historické romány']",1.0,100.0,2.0,2.0,,,1.0,,,
9788088623144,2024-04-29 03:12:05,Baltazar,"['Romány', 'Literatura česká', 'Fantasy', 'česká fantasy']",2.0,95.0,4.0,4.0,11.0,5.0,,24.0,1.0,
9788074873348,2024-04-29 03:12:06,Naposledy jsem si vysnil Václava Hraběte,['Poezie'],,100.0,1.0,1.0,,,,,,
9788024950792,2024-04-29 03:12:07,Anna Falcká,"['Pro ženy', 'Literatura česká', 'Historické romány', 'Karel IV., český král a římský císař', '14. století', 'Anna Falcká, královna, 1329–1353', 'královny', 'historické romány', 'manželky panovníků']",10.0,84.0,95.0,139.0,49.0,1.0,9.0,98.0,11.0,3.0
