DK_isbn,DK_date,DK_titul,DK_rating,DK_ratings_count,DK_tags,DK_Právě_čtených,DK_Přečtených,DK_Čtenářské_výzvě,DK_Knihotéce,DK_Chystám_se_číst,DK_Chci_si_koupit,DK_dalších_seznamech,DK_Doporučených,DK_autorstvo,DK_vyslo
9788076017528,2024-04-05 10:56:54,DoJÍT k sobě,70.0,4.0,['chůze'],2.0,7.0,,35.0,24.0,5.0,1.0,,,
9788026446545,2024-04-05 10:57:02,Jin jóga podle 5 elementů,100.0,1.0,[],,,,,1.0,,,,,
9788026445784,2024-04-05 10:57:04,Partnerská jóga,90.0,2.0,['jóga'],,1.0,,,1.0,,,,,
9788026446613,2024-04-05 10:57:05,Zahrady od Dany 2,75.0,4.0,[],,4.0,1.0,3.0,6.0,1.0,1.0,1.0,,
9788026511205,2024-04-05 10:57:06,Nebát se a mluvit,76.0,5.0,['verbální (slovní) komunikace'],,7.0,1.0,4.0,9.0,3.0,,,,
9788027137787,2024-04-05 10:57:10,Hry pro rozvoj čtení,100.0,2.0,['výuka čtení'],,1.0,,2.0,1.0,3.0,2.0,,,
9788026511199,2024-04-05 10:57:12,Můj rok 1983,73.0,3.0,['rok 1983'],,4.0,1.0,5.0,5.0,,,,,
9788026445579,2024-04-05 10:57:13,Co se tenkrát nemohlo napsat,60.0,2.0,[],,2.0,,1.0,9.0,6.0,,,,
9788076841208,2024-04-05 10:57:14,Vatikán a Československo ve 20. století,100.0,1.0,"['Československo', 'Vatikán', 'diplomacie']",,,,1.0,1.0,2.0,,,,
9788024657301,2024-04-05 10:57:39,Indie očima Evropanů,80.0,1.0,"['Indie', 'indická kultura']",,3.0,,1.0,2.0,1.0,,,,
9788027152216,2024-04-05 10:57:46,Rusko,69.0,20.0,"['Rusko', 'mezinárodní vztahy', 'Ukrajina', 'dějiny národů a států']",,20.0,1.0,8.0,10.0,4.0,2.0,2.0,,
9788027722730,2024-04-05 10:57:47,Kronika života a vlády Karla IV.,89.0,184.0,"['Karel IV., český král a římský císař', 'panovníci', 'Lucemburkové', 'Svatá říše římská']",5.0,269.0,28.0,214.0,58.0,11.0,3.0,24.0,,
9788073255657,2024-04-05 10:58:04,Češi v Bulharsku: Od osvobození Bulharska do konce druhé světové války,0.0,1.0,"['19.-20. století', 'Bulharsko', 'Balkán', 'národnostní menšiny', 'Češi v zahraničí']",,1.0,,,1.0,,,,,
9788027134991,2024-04-05 10:58:05,"Mami, mám hlad 2",90.0,2.0,[],,1.0,,3.0,1.0,1.0,,,,
9788020033604,2024-04-05 10:58:06,Tři etudy z archeologie moderní společnosti,100.0,2.0,['archeologie'],,2.0,2.0,1.0,1.0,,,,,
9788020034205,2024-04-05 10:58:08,Dílo a proměna myšlení v české kultuře 19. století,0.0,1.0,[],,1.0,,2.0,4.0,1.0,,,,
9788088433262,2024-04-05 10:58:16,Pořádek v hlavě: Kritické myšlení pro každý den,70.0,14.0,"['psychické problémy', 'kritické myšlení', 'feťáci, narkomani', 'narušený charakter', 'bláznovství', 'lidská blbost']",,17.0,1.0,17.0,46.0,19.0,1.0,3.0,,
9788075160195,2024-04-05 10:58:21,13 objektů z (ne)šťastného muzea,93.0,3.0,['muzejní sbírky'],,6.0,,2.0,8.0,2.0,,1.0,,
9788020615183,2024-04-05 10:58:25,Válka na Moravě,20.0,1.0,[],,2.0,,,1.0,3.0,,2.0,,
9788074043673,2024-04-05 10:58:31,Modrá krev: Po stopách českých šlechtických rodů,94.0,26.0,"['životopisy, biografie', 'rodokmeny', 'Česko, Česká republika', 'šlechtické rody', 'šlechtická sídla', 'zfilmováno – TV seriál']",5.0,35.0,8.0,26.0,23.0,14.0,1.0,1.0,,
9788027135677,2024-04-05 10:58:34,Zdravé hranice úspěchu,80.0,4.0,[],,3.0,,,2.0,1.0,,,,
9788027139552,2024-04-05 10:58:35,Za sluncem po stopách císařovny Sisi,96.0,19.0,"['historie, dějiny', 'Habsburkové', 'cestování', 'Orient', 'Sisi, císařovna Alžběta Bavorská, 1837–1898', 'turistika', 'severní Afrika', 'populárně-naučné publikace', 'Středomoří, oblast Středozemního moře', 'jižní Evropa']",,16.0,3.0,23.0,22.0,12.0,1.0,1.0,,
9788024287904,2024-04-05 10:58:37,"Zapomenuté osudy, zločiny a tajemství 2. světové války",80.0,8.0,['druhá světová válka (1939–1945)'],,8.0,,2.0,9.0,7.0,,,,
9788074024566,2024-04-05 10:58:51,Zločin a písmo,100.0,1.0,[],,1.0,,,,,,,,
9788076339477,2024-04-05 10:58:55,Příběhy českých alchymistů a mystiků,93.0,6.0,"['mystici', 'alchymisté']",1.0,4.0,2.0,7.0,11.0,9.0,,,,
9788087101711,2024-04-05 10:58:57,Štěpán,100.0,3.0,"['studenti', 'rok 1945', 'poválečná doba', 'Tábor', 'komunistický režim', 'podle skutečných událostí', 'maloměsto', 'represe']",,3.0,,,1.0,1.0,,,,
9788087274705,2024-04-05 10:59:14,Saint,97.0,6.0,"['Velká francouzská revoluce (1789-1799)', 'revolucionáři']",,5.0,,1.0,6.0,3.0,,,,
9788074852671,2024-04-05 10:59:17,Prokletí impéria a ruská lež: Rusko a Ukrajina v kontextu a Kontextech,90.0,2.0,"['Rusko', 'Ukrajina', 'společnost a politika']",,3.0,,16.0,6.0,1.0,,,,
9788026447160,2024-04-05 10:59:18,Na slyšenou,67.0,6.0,"['Československý rozhlas, Český rozhlas']",,6.0,,1.0,6.0,5.0,,,,
9788026447214,2024-04-05 10:59:23,Fenomén Rychlebské hory,71.0,7.0,['Rychlebské hory'],,5.0,1.0,2.0,5.0,4.0,,1.0,,
9788076765757,2024-04-05 10:59:33,Zákon o soudních exekutorech a exekuční činnosti (exekuční řád) a o změně dalších zákonů,100.0,1.0,['exekuce'],,1.0,,1.0,,,,,,
9788080905545,2024-04-05 10:59:37,V zajatí narcizmu,85.0,4.0,['narcismus'],,4.0,,,2.0,2.0,,1.0,,
9788076766006,2024-04-05 10:59:40,Pokračování 20 případů státního zástupce na okrese,90.0,2.0,[],1.0,1.0,,,,1.0,,,,
9788027137916,2024-04-05 10:59:51,Hravá abeceda – pro předškoláky a prvňáky,100.0,1.0,"['abeceda', 'pro předškoláky']",,2.0,,1.0,1.0,,,,,
9788074655685,2024-04-05 10:59:57,Základní etické teorie,100.0,1.0,['etika'],,1.0,,1.0,3.0,1.0,,,,
9788075420923,2024-04-05 11:00:00,Česká společnost pod tíhou přímé volby,50.0,2.0,[],,1.0,1.0,1.0,2.0,,,,,
9788073316082,2024-04-05 11:00:02,Operátoři (nových) médií,70.0,2.0,[],,2.0,,3.0,3.0,,,,,
9788024950594,2024-04-05 11:00:11,Krev s příchutí šampaňského,68.0,5.0,[],,4.0,1.0,1.0,17.0,4.0,1.0,,,
9788024287409,2024-04-05 11:00:12,Feministkou snadno a rychle: Příručka argumentů pro debaty s rodinou a přáteli,87.0,91.0,"['sexuální násilí', 'feminismus', 'fanatismus', 'vývoj a výchova dětí', 'gender', 'příručky', 'emancipace', 'dialog', 'ženská sexualita']",12.0,121.0,31.0,30.0,108.0,35.0,2.0,3.0,,
9788090881105,2024-04-05 11:00:15,Alchymie sebelásky,88.0,5.0,[],4.0,6.0,,3.0,10.0,3.0,,,,
9788027514519,2024-04-05 11:00:30,Gottwaldovy oprátky,92.0,10.0,"['vězení, věznice', 'osudy lidí', '40.-50. léta 20. století', 'politické soudní procesy', 'popravy', 'třetí odboj (protikomunistický, 1948-1989)', 'oběti komunismu', 'podle skutečných událostí']",,13.0,2.0,7.0,35.0,16.0,,1.0,,
9788026511304,2024-04-05 11:00:39,Moje roky v Izraeli,83.0,43.0,"['Židé', 'Izrael']",6.0,58.0,7.0,42.0,74.0,32.0,,6.0,,
9788026511298,2024-04-05 11:00:40,Kapesní kouč,93.0,3.0,[],,3.0,1.0,2.0,1.0,,,,,
9788076017832,2024-04-05 11:00:41,Luxus na dluh?,70.0,2.0,"['16.-17. století', 'raný novověk', 'dluhy, zadluženost', 'česká šlechta', 'půjčky']",1.0,4.0,1.0,5.0,10.0,9.0,1.0,,,
9788076560611,2024-04-05 11:00:45,"Zednáři, Masaryk, katolíci: Trnitá cesta od nenávisti k dialogu",100.0,1.0,"['svobodní zednáři', 'Tomáš Garrigue Masaryk, 1850-1937']",,,,2.0,7.0,2.0,,,,
9788020034366,2024-04-05 11:01:02,Hovory o Ukrajině,89.0,13.0,"['Rusko', 'rozhovory', 'Ukrajina', 'východní Evropa', 'válka na východní Ukrajině (2014-2019)']",2.0,15.0,4.0,7.0,24.0,10.0,2.0,1.0,,
9788000070292,2024-04-05 11:01:03,Vlaky,93.0,8.0,['pro děti od 4 let'],,11.0,2.0,4.0,1.0,1.0,2.0,,,
9788020461353,2024-04-05 11:01:05,Terapie jógou,80.0,1.0,"['jóga', 'kundalini jóga']",,2.0,,1.0,2.0,,,,,
9788088366348,2024-04-05 11:01:17,Jako bych očima fotografovala stále ty stejné snímky,84.0,9.0,[],,10.0,,5.0,2.0,2.0,,1.0,,
9788020033512,2024-04-05 11:01:20,"Vzpomínky na Núbii, zmizelou zemi zlata",100.0,2.0,"['Afrika', 'archeologie', 'starověký Egypt', 'Núbie']",3.0,4.0,1.0,11.0,14.0,11.0,2.0,1.0,,
9788076509993,2024-04-05 11:01:21,Mít čas žít,32.0,5.0,[],1.0,5.0,2.0,,2.0,,,,,
9788074226892,2024-04-05 11:01:47,Dějiny Arménie,98.0,9.0,"['Arménie', 'dějiny národů a států', 'Zakavkazsko']",,11.0,,19.0,16.0,17.0,1.0,1.0,,
9788024654096,2024-04-05 11:01:50,Spoutaný parlament: Role a fungování zákonodárného sboru Československa v době diktatury KSČ,100.0,1.0,['parlament'],,1.0,,,,1.0,,,,
9788020614926,2024-04-05 11:01:52,Šťastný František,94.0,32.0,"['závody (sport)', 'sportovci', 'motocykly, motorky, skútry', 'motocyklový sport', 'závody motocyklů na okruzích']",1.0,36.0,3.0,22.0,8.0,3.0,2.0,3.0,,
9788024286907,2024-04-05 11:02:05,Jožka Černý – Můj kamarád Žudro,80.0,1.0,[],,2.0,,,,,,,,
9788074373978,2024-04-05 11:02:08,České loutkářství,100.0,1.0,"['loutky', 'loutkové divadlo']",,,,,5.0,7.0,,,,
9788075304124,2024-04-05 11:02:12,Min Tanaka a japonská cesta těla,80.0,1.0,[],,1.0,,1.0,4.0,1.0,,,,
9788075255006,2024-04-05 11:02:22,Luftwaffe 1935,55.0,4.0,"['Luftwaffe (Německo)', 'vojenské letectvo']",,5.0,,6.0,1.0,,2.0,,,
9788028001964,2024-04-05 11:02:25,Zápisky z cest 4: Jižní Kavkaz,100.0,1.0,"['středověk', 'Kavkaz']",,1.0,,2.0,,,,,,
9788026444244,2024-04-05 11:02:29,Umění nemoci,79.0,51.0,[],5.0,63.0,10.0,36.0,64.0,14.0,1.0,,,
9788024287256,2024-04-05 11:02:30,Jsem zlatý kripl,70.0,2.0,"['osudy lidí', 'paralympiáda']",,5.0,,1.0,1.0,1.0,,,,
9788075026316,2024-04-05 11:02:32,Základy občanského práva hmotného: Závazkové právo I,60.0,1.0,"['právo', 'občanské právo', 'smlouvy', 'nájem, podnájem']",1.0,1.0,,1.0,,,,,,
9788024285269,2024-04-05 11:02:33,Život za první republiky,88.0,19.0,"['Československo', '30. léta 20. století', 'první republika, 1918-1938', 'české dějiny', 'kulturní dějiny']",2.0,27.0,8.0,23.0,27.0,8.0,,,,
9788024286396,2024-04-05 11:02:35,Vlčí zázrak,97.0,12.0,['vlci'],,15.0,5.0,20.0,22.0,12.0,1.0,1.0,,
9788090788374,2024-04-05 11:02:41,Úvod do komparativní planetologie,87.0,3.0,['neomarxismus'],,4.0,,1.0,1.0,,,,,
9788027515929,2024-04-05 11:02:50,Padesátka: Čím žijí ženy v období přechodu,80.0,21.0,"['rozhovory', 'mezilidské vztahy', 'padesátka (věk)', 'populárně-naučné publikace', 'ženská spiritualita', 'menopauza', 'zdraví a hygiena žen']",4.0,25.0,3.0,3.0,46.0,15.0,,,,
9788072298785,2024-04-05 11:02:51,Ve svém živlu,80.0,1.0,[],,2.0,1.0,,,,,,,
9788027515905,2024-04-05 11:02:53,"V pasti pohlaví: O politice, péči, sexu, násilí a postavení žen v Česku",91.0,122.0,"['sexuální násilí', 'české ženy', 'feminismus', 'diskriminace', 'misogynie', 'psychologie pohlaví']",36.0,150.0,31.0,44.0,200.0,55.0,6.0,12.0,,
9788027125685,2024-04-05 11:02:57,Jak vnímat stres: Průvodce pro vnitřní pohodu,80.0,2.0,['stres'],1.0,2.0,,,2.0,1.0,,1.0,,
9788026220138,2024-04-05 11:03:02,Trauma a disociace,80.0,7.0,"['psychické problémy', 'psychická traumata', 'duševní zdraví']",4.0,8.0,1.0,7.0,24.0,9.0,1.0,1.0,,
9788027135745,2024-04-05 11:03:10,Do kapsy: Stromy,80.0,1.0,[],,2.0,,2.0,2.0,,,,,
9788074655807,2024-04-05 11:03:11,Krétská epopej,100.0,3.0,"['ostrovy', 'Řecko', 'Kréta', 'řecké ostrovy']",1.0,6.0,1.0,2.0,4.0,2.0,,1.0,,
9788073766634,2024-04-05 11:03:29,Nebuď buran: Žoviální průvodce slušným chováním,60.0,2.0,[],,1.0,,,8.0,1.0,,,,
9788072641918,2024-04-05 11:03:34,Reklama nakladatelství Toužimský & Moravec,100.0,2.0,['reklama a propagace'],,2.0,,2.0,,2.0,,,,
9788088411130,2024-04-05 11:03:44,Deníky 1945,93.0,3.0,"['Praha', 'únor 1948', '40. léta 20. století', 'studenti medicíny', 'poválečná doba', 'Pražské květnové povstání (1945)', 'deníkové záznamy']",,5.0,,6.0,10.0,6.0,,,,
9788025740460,2024-04-05 11:03:45,Putinova válka,89.0,68.0,"['Ukrajina', 'válka na Ukrajině (2022 - )']",11.0,88.0,23.0,58.0,62.0,26.0,1.0,7.0,,
9788074228575,2024-04-05 11:04:08,Jimi země česká stála: Soubor studií k českým elitám raného a vrcholného středověku,80.0,1.0,"['české dějiny', 'český středověk']",1.0,1.0,,5.0,3.0,5.0,2.0,,,
9788090880719,2024-04-05 11:04:12,"Neohlížej se, zkameníš",80.0,5.0,[],,6.0,,14.0,9.0,4.0,,2.0,,
9788072985562,2024-04-05 11:04:46,Přátelské tváře matematiky,100.0,1.0,[],,2.0,,,2.0,,,,,
9788075543745,2024-04-05 11:04:51,Cestovní náhrady v 321 příkladech,100.0,1.0,['cestovní náhrady'],,1.0,,,,,,,,
9788070367322,2024-04-05 11:04:53,Fotografie práce a zahálky,40.0,1.0,['fotografické publikace'],,1.0,,1.0,2.0,1.0,,,,
9788090804197,2024-04-05 11:05:00,Cesty Vlachů: Mysterium Antonia z Florencie,100.0,2.0,"['alchymie', 'Jizerské hory', 'Krkonoše', 'Jeseníky', 'drahé kovy', 'Lužické hory']",,1.0,,4.0,3.0,4.0,1.0,1.0,,
9788090841512,2024-04-05 11:05:01,Zrození metropole,87.0,3.0,['Ostrava'],,7.0,,2.0,5.0,4.0,,,,
9788090739895,2024-04-05 11:05:07,Nemovité věci v daních,60.0,1.0,[],1.0,1.0,,1.0,1.0,,,,,
9788026219408,2024-04-05 11:05:08,Terapie mezi stromy,98.0,10.0,[],,6.0,1.0,3.0,14.0,6.0,,1.0,,
9788026219965,2024-04-05 11:05:11,Rozvoj mentální kondice,47.0,3.0,[],,3.0,2.0,2.0,1.0,1.0,,,,
9788026220299,2024-04-05 11:05:12,Relaxační hypnóza,80.0,1.0,"['psychologie', 'hypnóza', 'relaxace']",,1.0,,1.0,,,,,,
9788026220497,2024-04-05 11:05:16,Nebuď p*ča aneb jak (ne)pracovat s dětmi,85.0,199.0,[],6.0,285.0,61.0,41.0,209.0,51.0,,20.0,,
9788072815746,2024-04-05 11:05:20,Kompas dokonalého zdraví,89.0,7.0,['zdravá výživa'],,9.0,1.0,5.0,8.0,3.0,,,,
9788026511090,2024-04-05 11:05:24,Můj rok 1953,87.0,3.0,['rok 1953'],,4.0,,1.0,2.0,,,,,
9788074229404,2024-04-05 11:05:32,Dějiny Španělska,88.0,12.0,"['Španělsko', 'dějiny Evropy', 'dějiny národů a států', 'španělské dějiny']",3.0,16.0,1.0,29.0,19.0,15.0,,2.0,,
9788076890282,2024-04-05 11:05:45,Česká cesta z covidu,77.0,6.0,"['koronavirus, covid-19']",,5.0,,2.0,4.0,1.0,,1.0,,
9788024287744,2024-04-05 11:05:48,Dokud dýchám,90.0,116.0,"['vraždy', 'smrt', 'sérioví vrazi', 'tajemství', 'rodinné vztahy', 'střední škola', 'psychická traumata', 'pro dospívající mládež (young adult)', 'gayové', 'kriminální thrillery']",5.0,126.0,8.0,115.0,87.0,71.0,4.0,24.0,,
9788026446415,2024-04-05 11:05:50,Moje upřímná posedlost jménem anorexie,83.0,67.0,['anorexie'],,69.0,5.0,40.0,39.0,15.0,2.0,3.0,,
9788076617773,2024-04-05 11:05:51,Odkaz lidské rasy,80.0,30.0,[],7.0,38.0,2.0,50.0,26.0,19.0,3.0,3.0,,
9788025363188,2024-04-05 11:05:53,Noc pro chrliče,84.0,18.0,"['detektivní a krimi romány', 'humor', 'putování', 'masky', 'steampunk', 'mysteriózní, mystéria', 'pro dospívající mládež (young adult)', 'fantasy']",1.0,19.0,5.0,40.0,77.0,13.0,5.0,,,
9788024291741,2024-04-05 11:05:54,Letní bouřky,85.0,139.0,"['homosexualita', 'láska', 'prázdniny', 'léto', 'pro dospívající mládež (young adult)', 'gayové', 'LGBT, queer, LGBT+']",4.0,142.0,18.0,112.0,98.0,40.0,3.0,16.0,,
9788025363126,2024-04-05 11:05:56,Bára krotí posádku,100.0,3.0,[],,2.0,,41.0,6.0,2.0,1.0,2.0,,
9788000071190,2024-04-05 11:05:57,Zločin na Starém Městě pražském,88.0,87.0,"['detektivní a krimi romány', 'česká literatura', 'pro mládež']",1.0,121.0,20.0,16.0,35.0,9.0,4.0,12.0,,
9788076910706,2024-04-05 11:05:59,Království v kameni,77.0,34.0,['pro dospívající mládež (young adult)'],2.0,35.0,6.0,49.0,58.0,14.0,2.0,6.0,,
9788000070698,2024-04-05 11:06:00,3333 km k Jakubovi,87.0,94.0,"['dospívání', 'pro mládež', 'Santiago de Compostela', 'pro děti od 12 let', 'Svatojakubská cesta']",1.0,154.0,40.0,7.0,25.0,3.0,5.0,9.0,,
9788027904853,2024-04-07 13:37:39,Boží potměšilost,78.0,18.0,['české romány'],,19.0,,46.0,29.0,6.0,,,,
9788027913152,2024-04-07 13:37:40,"Prach, popel a dým",79.0,58.0,"['české krimi', 'české detektivky', 'pátrající amatér']",,85.0,9.0,63.0,31.0,,,7.0,,
9788020615770,2024-04-07 13:37:42,Oprátka za osm mrtvých,88.0,301.0,"['ženy', 'psychiatrické léčebny', 'Československo', 'soudní procesy', 'normalizace (1969-1989)', 'popravy', 'masové vraždy', 'vražedkyně', 'skutečné kriminální případy', 'podle skutečných událostí']",2.0,401.0,56.0,150.0,210.0,60.0,9.0,22.0,,
9788072444748,2024-04-07 13:37:45,Golem,82.0,26.0,"['golem', 'Rabi Löw']",,34.0,4.0,28.0,18.0,3.0,,3.0,,
9788076374591,2024-04-07 13:37:48,Proč všichni odcházejí,91.0,50.0,['autobiografické prvky'],3.0,60.0,1.0,13.0,176.0,49.0,,5.0,,
9788024289472,2024-04-07 13:37:50,Sochař,81.0,19.0,[],1.0,28.0,2.0,46.0,23.0,7.0,1.0,1.0,,
9788088367291,2024-04-07 13:37:52,I smutek byl jen sen,100.0,1.0,[],,1.0,,1.0,3.0,3.0,,,,
9788072157020,2024-04-07 13:37:53,Dílo,100.0,2.0,"['eseje', 'deníky', 'korespondence', 'výbor z díla', 'česká poezie']",1.0,1.0,,,1.0,,,,,
9788072529704,2024-04-07 13:37:54,Hranice zvrhlosti,76.0,71.0,"['sexuální úchylky', 'vraždy', 'detektivní a krimi romány', 'thrillery', 'napětí', 'sérioví vrazi', 'brutalita', 'BDSM', 'psychopati', 'vyšetřování']",2.0,79.0,4.0,53.0,59.0,15.0,1.0,8.0,,
9788090837690,2024-04-07 13:37:56,Z pera knihomolů: 11 povídek od českých a slovenských knižních blogerů,80.0,89.0,"['povídky', 'láska', 'antologie', 'české povídky', 'pro dospívající mládež (young adult)', 'LGBT, queer, LGBT+']",4.0,95.0,11.0,66.0,43.0,21.0,3.0,8.0,,
9788075884374,2024-04-07 13:37:58,Stará béčková legenda,82.0,53.0,"['magie', 'andělé', 'démoni', 'bohové', 'městská (urban) fantasy', 'únosy', 'padlí andělé', 'soukromý detektiv']",3.0,69.0,7.0,51.0,38.0,22.0,1.0,5.0,,
9788088067757,2024-04-07 13:38:00,Není nebe nad Mexikem,81.0,37.0,"['sekty', 'Mayové', 'Mexiko', 'konec světa', 'apokalypsa', 'dobrodružství', 'mysteriózní, mystéria', 'nadpřirozené schopnosti', 'dobrodružné romány']",1.0,41.0,3.0,11.0,12.0,5.0,,4.0,,
9788088406501,2024-04-07 13:38:01,Byla to jízda (Do říše snů!),100.0,2.0,[],,3.0,,2.0,8.0,1.0,,,,
9788024952901,2024-04-07 13:38:02,Chalupa,82.0,394.0,"['pro ženy', 'Valašsko', 'tajemství', 'rodinné vztahy', 'psychologické romány', 'milostný trojúhelník', 'český venkov', 'rodiče a děti']",29.0,543.0,108.0,126.0,377.0,100.0,5.0,16.0,,
9788024287539,2024-04-07 13:38:03,Libůstky a neřesti,69.0,13.0,"['láska', 'mezilidské vztahy', 'české povídky']",1.0,17.0,4.0,38.0,28.0,8.0,2.0,,,
9788072444816,2024-04-07 13:38:05,Město nad městem,83.0,30.0,[],1.0,35.0,5.0,35.0,50.0,10.0,1.0,6.0,,
9788027801145,2024-04-07 13:38:08,Prázdnota,79.0,60.0,"['tajemství', 'česká fantastika']",1.0,71.0,8.0,54.0,41.0,16.0,1.0,4.0,,
9788081116148,2024-04-07 13:38:10,Jmenuji se Eva…,96.0,36.0,"['holokaust, holocaust', 'podle skutečných událostí', 'přeživší holokaustu']",1.0,45.0,4.0,36.0,68.0,22.0,1.0,2.0,,
9788027912919,2024-04-07 13:38:12,Pán hor I,82.0,387.0,"['18. století', 'Francie', 'romantika', 'ságy', 'historické romány']",6.0,612.0,50.0,255.0,217.0,34.0,7.0,29.0,,
9788027912926,2024-04-07 13:38:13,Pán hor II,90.0,261.0,"['milostné romány', 'Francie', 'česká literatura', 'historické romány']",7.0,445.0,15.0,221.0,51.0,15.0,5.0,21.0,,
9788076617254,2024-04-07 13:38:15,Síla obsidiánu,85.0,56.0,"['Praha', 'česká fantasy', 'pro dívky']",,71.0,6.0,78.0,34.0,11.0,5.0,5.0,,
9788026447375,2024-04-07 13:38:16,Skutečné příběhy ze železnice,84.0,5.0,['železnice'],,4.0,2.0,5.0,11.0,5.0,1.0,,,
9788024288826,2024-04-07 13:38:17,Ve škole i za školou,79.0,44.0,[],,55.0,7.0,38.0,23.0,7.0,,2.0,,
9788088367307,2024-04-07 13:38:19,Všechno na světě je humor,100.0,1.0,"['kreslený humor', 'anekdoty, vtipy, fóry', 'absurdní humor']",,1.0,,,,,,,,
9788075884497,2024-04-07 13:38:20,Bastard,88.0,26.0,"['Vikingové', 'Keltové', 'tajemství', '9. století', 'Bretaň', 'Frankové', 'Karel Veliký, 742-814', 'historické romány', 'Hra o trůny']",5.0,28.0,5.0,55.0,42.0,12.0,,3.0,,
9788075512475,2024-04-07 13:38:21,Temnota,47.0,3.0,[],,2.0,1.0,1.0,2.0,6.0,,2.0,,
9788075941336,2024-04-07 13:38:22,Fantom,86.0,45.0,[],3.0,54.0,2.0,67.0,32.0,15.0,1.0,3.0,,
9788020461773,2024-04-07 13:38:23,Obsluhoval jsem anglického krále,78.0,1751.0,"['zfilmováno', '20. století', 'Československo']",33.0,3166.0,249.0,502.0,312.0,39.0,20.0,131.0,,
9788076017481,2024-04-07 13:38:25,Květy z nahořklého dřeva,93.0,48.0,[],1.0,55.0,1.0,22.0,18.0,12.0,1.0,10.0,,
9788088467649,2024-04-07 13:38:27,Koloušek,81.0,246.0,[],12.0,357.0,37.0,143.0,144.0,36.0,4.0,7.0,,
9788075884619,2024-04-07 13:38:28,Povídky smíchovské,89.0,45.0,"['Praha', 'povídky', 'přelom 19. a 20. století', 'Jan Neruda, 1834-1891', 'Smíchov (Praha)', 'Jakub Arbes', 'arabesky', 'Kinského zahrady']",,61.0,6.0,55.0,49.0,14.0,,2.0,,
9788072278893,2024-04-07 13:38:30,Matka měla ráda třešně,80.0,2.0,[],,2.0,,1.0,,,,,,
9788025740910,2024-04-07 13:38:32,Až ke křížku,87.0,45.0,[],2.0,57.0,7.0,46.0,52.0,10.0,1.0,4.0,,
9788072872770,2024-04-07 13:38:33,Cestou na Bořeň,83.0,6.0,[],,7.0,1.0,3.0,7.0,,,,,
9788075464613,2024-04-07 13:38:35,Kde končí nebe,92.0,147.0,"['přátelství', 'láska', 'zdravotní sestry', 'rodinné vztahy', 'posmrtný život', 'romantika', 'nadpřirozené jevy']",1.0,159.0,5.0,89.0,141.0,43.0,3.0,18.0,,
9788027721405,2024-04-07 13:38:36,V hrůze a krvi zrozeni,69.0,50.0,"['hororové povídky', 'české povídky', 'antologie hororu']",2.0,50.0,6.0,62.0,36.0,17.0,3.0,2.0,,
9788076900387,2024-04-07 13:38:37,Úzkost je rozkoš II/II:  nejsem nebudu nebyl jsem,100.0,2.0,[],,3.0,,7.0,5.0,5.0,,,,
9788024651682,2024-04-07 13:38:38,Na Knížecí/ Horniny/ Ubírati se/ Opovážení/ Z pozůstalosti,80.0,1.0,['sebrané spisy'],,1.0,,1.0,,1.0,,,,
9788090812772,2024-04-07 13:38:40,Stínový profil,80.0,1.0,[],,1.0,,,,,,,,
9788076910058,2024-04-07 13:38:42,Snílkova kavárna aneb příběhy zaslechnuté u cappuccina,82.0,17.0,[],,17.0,2.0,38.0,12.0,6.0,,,,
9788026446965,2024-04-07 13:38:43,Věčně věrný nepřítel,78.0,16.0,['anorexie'],1.0,18.0,1.0,29.0,22.0,7.0,1.0,,,
9788076110809,2024-04-07 13:38:47,Zpověď posledního mnicha,73.0,18.0,"['historické detektivky', 'duchovní, klerici']",1.0,16.0,3.0,28.0,19.0,5.0,1.0,,,
9788076910447,2024-04-07 13:38:49,Povídky ze světa tvůrčího psaní,66.0,3.0,[],,3.0,2.0,,,1.0,,,,
9788026724759,2024-04-07 13:38:50,Proti srsti,80.0,32.0,[],1.0,34.0,8.0,41.0,31.0,8.0,1.0,1.0,,
9788076910980,2024-04-07 13:38:53,Bejvávalo na Šumavě,100.0,2.0,[],,3.0,,4.0,2.0,1.0,,,,
9788076833470,2024-04-07 13:38:54,"Stará, tlustá, blbá 2. opět zasahují",55.0,4.0,[],,7.0,,32.0,8.0,7.0,,2.0,,
9788000070278,2024-04-07 13:38:56,Otazníky detektiva Štiky,93.0,47.0,"['pro děti od 5 let', 'komiksy pro děti', 'Ohníček']",3.0,62.0,6.0,37.0,7.0,4.0,1.0,3.0,,
